nmkab,date,mean
PIDIE JAYA,2026-02-12,
LANGSA,2026-02-12,
SABANG,2026-02-12,
SUBULUSSALAM,2026-02-12,
LHOKSEUMAWE,2026-02-12,
BANDA ACEH,2026-02-12,
NAGAN RAYA,2026-02-12,0.8724362181090546
ACEH TAMIANG,2026-02-12,
BENER MERIAH,2026-02-12,
ACEH JAYA,2026-02-12,
ACEH UTARA,2026-02-12,
BIREUEN,2026-02-12,
GAYO LUES,2026-02-12,
ACEH BARAT DAYA,2026-02-12,0.8219688154526413
ACEH BESAR,2026-02-12,
ACEH BARAT,2026-02-12,
PIDIE,2026-02-12,
ACEH TENGGARA,2026-02-12,
ACEH SELATAN,2026-02-12,
ACEH TENGAH,2026-02-12,
ACEH TIMUR,2026-02-12,
ACEH SINGKIL,2026-02-12,
SIMEULUE,2026-02-12,
PIDIE JAYA,2026-02-22,
LANGSA,2026-02-22,
SABANG,2026-02-22,0.7801535087719298
SUBULUSSALAM,2026-02-22,
LHOKSEUMAWE,2026-02-22,
BANDA ACEH,2026-02-22,0.9646137982752155
NAGAN RAYA,2026-02-22,
ACEH TAMIANG,2026-02-22,
BENER MERIAH,2026-02-22,
ACEH JAYA,2026-02-22,
ACEH UTARA,2026-02-22,
BIREUEN,2026-02-22,
GAYO LUES,2026-02-22,
ACEH BARAT DAYA,2026-02-22,
ACEH BESAR,2026-02-22,0.8659922485712409
ACEH BARAT,2026-02-22,
PIDIE,2026-02-22,
ACEH TENGGARA,2026-02-22,
ACEH SELATAN,2026-02-22,
ACEH TENGAH,2026-02-22,
ACEH TIMUR,2026-02-22,
ACEH SINGKIL,2026-02-22,
SIMEULUE,2026-02-22,
PIDIE JAYA,2026-02-22,
LANGSA,2026-02-22,
SABANG,2026-02-22,
SUBULUSSALAM,2026-02-22,
LHOKSEUMAWE,2026-02-22,
BANDA ACEH,2026-02-22,
NAGAN RAYA,2026-02-22,
ACEH TAMIANG,2026-02-22,
BENER MERIAH,2026-02-22,
ACEH JAYA,2026-02-22,
ACEH UTARA,2026-02-22,
BIREUEN,2026-02-22,
GAYO LUES,2026-02-22,
ACEH BARAT DAYA,2026-02-22,
ACEH BESAR,2026-02-22,
ACEH BARAT,2026-02-22,
PIDIE,2026-02-22,
ACEH TENGGARA,2026-02-22,
ACEH SELATAN,2026-02-22,
ACEH TENGAH,2026-02-22,
ACEH TIMUR,2026-02-22,
ACEH SINGKIL,2026-02-22,
SIMEULUE,2026-02-22,0.8727701993704092
PIDIE JAYA,2026-02-22,
LANGSA,2026-02-22,
SABANG,2026-02-22,
SUBULUSSALAM,2026-02-22,
LHOKSEUMAWE,2026-02-22,
BANDA ACEH,2026-02-22,
NAGAN RAYA,2026-02-22,
ACEH TAMIANG,2026-02-22,
BENER MERIAH,2026-02-22,
ACEH JAYA,2026-02-22,
ACEH UTARA,2026-02-22,
BIREUEN,2026-02-22,
GAYO LUES,2026-02-22,
ACEH BARAT DAYA,2026-02-22,
ACEH BESAR,2026-02-22,
ACEH BARAT,2026-02-22,
PIDIE,2026-02-22,
ACEH TENGGARA,2026-02-22,
ACEH SELATAN,2026-02-22,
ACEH TENGAH,2026-02-22,
ACEH TIMUR,2026-02-22,
ACEH SINGKIL,2026-02-22,
SIMEULUE,2026-02-22,0.6779661016949152
PIDIE JAYA,2026-02-22,
LANGSA,2026-02-22,
SABANG,2026-02-22,
SUBULUSSALAM,2026-02-22,
LHOKSEUMAWE,2026-02-22,
BANDA ACEH,2026-02-22,
NAGAN RAYA,2026-02-22,0.8160747663551402
ACEH TAMIANG,2026-02-22,
BENER MERIAH,2026-02-22,
ACEH JAYA,2026-02-22,
ACEH UTARA,2026-02-22,
BIREUEN,2026-02-22,
GAYO LUES,2026-02-22,
ACEH BARAT DAYA,2026-02-22,
ACEH BESAR,2026-02-22,
ACEH BARAT,2026-02-22,0.7023982079325339
PIDIE,2026-02-22,
ACEH TENGGARA,2026-02-22,
ACEH SELATAN,2026-02-22,
ACEH TENGAH,2026-02-22,
ACEH TIMUR,2026-02-22,
ACEH SINGKIL,2026-02-22,
SIMEULUE,2026-02-22,
PIDIE JAYA,2026-02-22,0.7900864349973541
LANGSA,2026-02-22,
SABANG,2026-02-22,
SUBULUSSALAM,2026-02-22,
LHOKSEUMAWE,2026-02-22,
BANDA ACEH,2026-02-22,
NAGAN RAYA,2026-02-22,
ACEH TAMIANG,2026-02-22,
BENER MERIAH,2026-02-22,
ACEH JAYA,2026-02-22,
ACEH UTARA,2026-02-22,
BIREUEN,2026-02-22,0.5977605512489234
GAYO LUES,2026-02-22,
ACEH BARAT DAYA,2026-02-22,
ACEH BESAR,2026-02-22,
ACEH BARAT,2026-02-22,
PIDIE,2026-02-22,0.47135371681925486
ACEH TENGGARA,2026-02-22,
ACEH SELATAN,2026-02-22,
ACEH TENGAH,2026-02-22,
ACEH TIMUR,2026-02-22,
ACEH SINGKIL,2026-02-22,
SIMEULUE,2026-02-22,
PIDIE JAYA,2026-02-22,
LANGSA,2026-02-22,
SABANG,2026-02-22,
SUBULUSSALAM,2026-02-22,
LHOKSEUMAWE,2026-02-22,
BANDA ACEH,2026-02-22,
NAGAN RAYA,2026-02-22,
ACEH TAMIANG,2026-02-22,
BENER MERIAH,2026-02-22,
ACEH JAYA,2026-02-22,
ACEH UTARA,2026-02-22,
BIREUEN,2026-02-22,
GAYO LUES,2026-02-22,
ACEH BARAT DAYA,2026-02-22,
ACEH BESAR,2026-02-22,
ACEH BARAT,2026-02-22,
PIDIE,2026-02-22,0.30418809698750915
ACEH TENGGARA,2026-02-22,
ACEH SELATAN,2026-02-22,
ACEH TENGAH,2026-02-22,
ACEH TIMUR,2026-02-22,
ACEH SINGKIL,2026-02-22,
SIMEULUE,2026-02-22,
PIDIE JAYA,2026-02-22,
LANGSA,2026-02-22,
SABANG,2026-02-22,
SUBULUSSALAM,2026-02-22,
LHOKSEUMAWE,2026-02-22,
BANDA ACEH,2026-02-22,
NAGAN RAYA,2026-02-22,
ACEH TAMIANG,2026-02-22,
BENER MERIAH,2026-02-22,
ACEH JAYA,2026-02-22,
ACEH UTARA,2026-02-22,
BIREUEN,2026-02-22,
GAYO LUES,2026-02-22,
ACEH BARAT DAYA,2026-02-22,
ACEH BESAR,2026-02-22,
ACEH BARAT,2026-02-22,
PIDIE,2026-02-22,
ACEH TENGGARA,2026-02-22,
ACEH SELATAN,2026-02-22,
ACEH TENGAH,2026-02-22,
ACEH TIMUR,2026-02-22,
ACEH SINGKIL,2026-02-22,0.8855475763016157
SIMEULUE,2026-02-22,0.8059661090357858
PIDIE JAYA,2026-02-22,
LANGSA,2026-02-22,
SABANG,2026-02-22,
SUBULUSSALAM,2026-02-22,
LHOKSEUMAWE,2026-02-22,
BANDA ACEH,2026-02-22,
NAGAN RAYA,2026-02-22,
ACEH TAMIANG,2026-02-22,
BENER MERIAH,2026-02-22,
ACEH JAYA,2026-02-22,
ACEH UTARA,2026-02-22,
BIREUEN,2026-02-22,
GAYO LUES,2026-02-22,
ACEH BARAT DAYA,2026-02-22,
ACEH BESAR,2026-02-22,
ACEH BARAT,2026-02-22,
PIDIE,2026-02-22,
ACEH TENGGARA,2026-02-22,
ACEH SELATAN,2026-02-22,0.7633922125427155
ACEH TENGAH,2026-02-22,
ACEH TIMUR,2026-02-22,
ACEH SINGKIL,2026-02-22,
SIMEULUE,2026-02-22,
PIDIE JAYA,2026-02-22,
LANGSA,2026-02-22,
SABANG,2026-02-22,
SUBULUSSALAM,2026-02-22,
LHOKSEUMAWE,2026-02-22,
BANDA ACEH,2026-02-22,
NAGAN RAYA,2026-02-22,1.0
ACEH TAMIANG,2026-02-22,
BENER MERIAH,2026-02-22,
ACEH JAYA,2026-02-22,
ACEH UTARA,2026-02-22,
BIREUEN,2026-02-22,
GAYO LUES,2026-02-22,
ACEH BARAT DAYA,2026-02-22,0.8954489544895449
ACEH BESAR,2026-02-22,
ACEH BARAT,2026-02-22,
PIDIE,2026-02-22,
ACEH TENGGARA,2026-02-22,
ACEH SELATAN,2026-02-22,
ACEH TENGAH,2026-02-22,
ACEH TIMUR,2026-02-22,
ACEH SINGKIL,2026-02-22,
SIMEULUE,2026-02-22,
PIDIE JAYA,2026-02-22,1.0
LANGSA,2026-02-22,
SABANG,2026-02-22,
SUBULUSSALAM,2026-02-22,
LHOKSEUMAWE,2026-02-22,0.4905714376570103
BANDA ACEH,2026-02-22,
NAGAN RAYA,2026-02-22,
ACEH TAMIANG,2026-02-22,
BENER MERIAH,2026-02-22,
ACEH JAYA,2026-02-22,
ACEH UTARA,2026-02-22,0.6403988991803036
BIREUEN,2026-02-22,0.5600961168189029
GAYO LUES,2026-02-22,
ACEH BARAT DAYA,2026-02-22,
ACEH BESAR,2026-02-22,
ACEH BARAT,2026-02-22,
PIDIE,2026-02-22,
ACEH TENGGARA,2026-02-22,
ACEH SELATAN,2026-02-22,
ACEH TENGAH,2026-02-22,
ACEH TIMUR,2026-02-22,
ACEH SINGKIL,2026-02-22,
SIMEULUE,2026-02-22,
PIDIE JAYA,2026-02-22,
LANGSA,2026-02-22,
SABANG,2026-02-22,
SUBULUSSALAM,2026-02-22,
LHOKSEUMAWE,2026-02-22,
BANDA ACEH,2026-02-22,
NAGAN RAYA,2026-02-22,
ACEH TAMIANG,2026-02-22,
BENER MERIAH,2026-02-22,
ACEH JAYA,2026-02-22,
ACEH UTARA,2026-02-22,
BIREUEN,2026-02-22,
GAYO LUES,2026-02-22,
ACEH BARAT DAYA,2026-02-22,
ACEH BESAR,2026-02-22,
ACEH BARAT,2026-02-22,
PIDIE,2026-02-22,
ACEH TENGGARA,2026-02-22,
ACEH SELATAN,2026-02-22,0.9018759018759018
ACEH TENGAH,2026-02-22,
ACEH TIMUR,2026-02-22,
ACEH SINGKIL,2026-02-22,
SIMEULUE,2026-02-22,
PIDIE JAYA,2026-02-22,
LANGSA,2026-02-22,
SABANG,2026-02-22,
SUBULUSSALAM,2026-02-22,
LHOKSEUMAWE,2026-02-22,
BANDA ACEH,2026-02-22,
NAGAN RAYA,2026-02-22,
ACEH TAMIANG,2026-02-22,
BENER MERIAH,2026-02-22,
ACEH JAYA,2026-02-22,
ACEH UTARA,2026-02-22,
BIREUEN,2026-02-22,
GAYO LUES,2026-02-22,
ACEH BARAT DAYA,2026-02-22,
ACEH BESAR,2026-02-22,
ACEH BARAT,2026-02-22,
PIDIE,2026-02-22,
ACEH TENGGARA,2026-02-22,
ACEH SELATAN,2026-02-22,
ACEH TENGAH,2026-02-22,
ACEH TIMUR,2026-02-22,
ACEH SINGKIL,2026-02-22,
SIMEULUE,2026-02-22,
PIDIE JAYA,2026-02-22,
LANGSA,2026-02-22,
SABANG,2026-02-22,
SUBULUSSALAM,2026-02-22,
LHOKSEUMAWE,2026-02-22,
BANDA ACEH,2026-02-22,
NAGAN RAYA,2026-02-22,
ACEH TAMIANG,2026-02-22,
BENER MERIAH,2026-02-22,
ACEH JAYA,2026-02-22,
ACEH UTARA,2026-02-22,0.6181261812618125
BIREUEN,2026-02-22,
GAYO LUES,2026-02-22,
ACEH BARAT DAYA,2026-02-22,
ACEH BESAR,2026-02-22,
ACEH BARAT,2026-02-22,
PIDIE,2026-02-22,
ACEH TENGGARA,2026-02-22,
ACEH SELATAN,2026-02-22,
ACEH TENGAH,2026-02-22,
ACEH TIMUR,2026-02-22,0.7864679283202143
ACEH SINGKIL,2026-02-22,
SIMEULUE,2026-02-22,
PIDIE JAYA,2026-02-27,
LANGSA,2026-02-27,
SABANG,2026-02-27,0.5004621072088724
SUBULUSSALAM,2026-02-27,
LHOKSEUMAWE,2026-02-27,
BANDA ACEH,2026-02-27,
NAGAN RAYA,2026-02-27,
ACEH TAMIANG,2026-02-27,
BENER MERIAH,2026-02-27,
ACEH JAYA,2026-02-27,
ACEH UTARA,2026-02-27,
BIREUEN,2026-02-27,
GAYO LUES,2026-02-27,
ACEH BARAT DAYA,2026-02-27,
ACEH BESAR,2026-02-27,0.6086956521739131
ACEH BARAT,2026-02-27,
PIDIE,2026-02-27,
ACEH TENGGARA,2026-02-27,
ACEH SELATAN,2026-02-27,
ACEH TENGAH,2026-02-27,
ACEH TIMUR,2026-02-27,
ACEH SINGKIL,2026-02-27,
SIMEULUE,2026-02-27,
PIDIE JAYA,2026-03-01,
LANGSA,2026-03-01,
SABANG,2026-03-01,
SUBULUSSALAM,2026-03-01,
LHOKSEUMAWE,2026-03-01,
BANDA ACEH,2026-03-01,
NAGAN RAYA,2026-03-01,
ACEH TAMIANG,2026-03-01,
BENER MERIAH,2026-03-01,
ACEH JAYA,2026-03-01,
ACEH UTARA,2026-03-01,
BIREUEN,2026-03-01,
GAYO LUES,2026-03-01,
ACEH BARAT DAYA,2026-03-01,
ACEH BESAR,2026-03-01,
ACEH BARAT,2026-03-01,
PIDIE,2026-03-01,
ACEH TENGGARA,2026-03-01,
ACEH SELATAN,2026-03-01,
ACEH TENGAH,2026-03-01,
ACEH TIMUR,2026-03-01,
ACEH SINGKIL,2026-03-01,
SIMEULUE,2026-03-01,
PIDIE JAYA,2026-03-01,
LANGSA,2026-03-01,
SABANG,2026-03-01,
SUBULUSSALAM,2026-03-01,1.0
LHOKSEUMAWE,2026-03-01,
BANDA ACEH,2026-03-01,
NAGAN RAYA,2026-03-01,
ACEH TAMIANG,2026-03-01,
BENER MERIAH,2026-03-01,
ACEH JAYA,2026-03-01,
ACEH UTARA,2026-03-01,
BIREUEN,2026-03-01,
GAYO LUES,2026-03-01,
ACEH BARAT DAYA,2026-03-01,
ACEH BESAR,2026-03-01,
ACEH BARAT,2026-03-01,
PIDIE,2026-03-01,
ACEH TENGGARA,2026-03-01,0.7038922287068324
ACEH SELATAN,2026-03-01,0.8892405063291139
ACEH TENGAH,2026-03-01,
ACEH TIMUR,2026-03-01,
ACEH SINGKIL,2026-03-01,
SIMEULUE,2026-03-01,
PIDIE JAYA,2026-03-01,
LANGSA,2026-03-01,1.0
SABANG,2026-03-01,
SUBULUSSALAM,2026-03-01,
LHOKSEUMAWE,2026-03-01,
BANDA ACEH,2026-03-01,
NAGAN RAYA,2026-03-01,
ACEH TAMIANG,2026-03-01,
BENER MERIAH,2026-03-01,
ACEH JAYA,2026-03-01,
ACEH UTARA,2026-03-01,
BIREUEN,2026-03-01,
GAYO LUES,2026-03-01,
ACEH BARAT DAYA,2026-03-01,
ACEH BESAR,2026-03-01,
ACEH BARAT,2026-03-01,
PIDIE,2026-03-01,
ACEH TENGGARA,2026-03-01,
ACEH SELATAN,2026-03-01,
ACEH TENGAH,2026-03-01,
ACEH TIMUR,2026-03-01,0.8379471890971039
ACEH SINGKIL,2026-03-01,
SIMEULUE,2026-03-01,
PIDIE JAYA,2026-03-01,
LANGSA,2026-03-01,
SABANG,2026-03-01,
SUBULUSSALAM,2026-03-01,0.9743924482827877
LHOKSEUMAWE,2026-03-01,
BANDA ACEH,2026-03-01,
NAGAN RAYA,2026-03-01,
ACEH TAMIANG,2026-03-01,
BENER MERIAH,2026-03-01,
ACEH JAYA,2026-03-01,
ACEH UTARA,2026-03-01,
BIREUEN,2026-03-01,
GAYO LUES,2026-03-01,
ACEH BARAT DAYA,2026-03-01,
ACEH BESAR,2026-03-01,
ACEH BARAT,2026-03-01,
PIDIE,2026-03-01,
ACEH TENGGARA,2026-03-01,
ACEH SELATAN,2026-03-01,
ACEH TENGAH,2026-03-01,
ACEH TIMUR,2026-03-01,
ACEH SINGKIL,2026-03-01,0.844354018311292
SIMEULUE,2026-03-01,
PIDIE JAYA,2026-03-01,
LANGSA,2026-03-01,
SABANG,2026-03-01,
SUBULUSSALAM,2026-03-01,
LHOKSEUMAWE,2026-03-01,
BANDA ACEH,2026-03-01,
NAGAN RAYA,2026-03-01,
ACEH TAMIANG,2026-03-01,0.0
BENER MERIAH,2026-03-01,
ACEH JAYA,2026-03-01,
ACEH UTARA,2026-03-01,
BIREUEN,2026-03-01,
GAYO LUES,2026-03-01,
ACEH BARAT DAYA,2026-03-01,
ACEH BESAR,2026-03-01,
ACEH BARAT,2026-03-01,
PIDIE,2026-03-01,
ACEH TENGGARA,2026-03-01,
ACEH SELATAN,2026-03-01,
ACEH TENGAH,2026-03-01,
ACEH TIMUR,2026-03-01,
ACEH SINGKIL,2026-03-01,
SIMEULUE,2026-03-01,
PIDIE JAYA,2026-03-06,
LANGSA,2026-03-06,
SABANG,2026-03-06,
SUBULUSSALAM,2026-03-06,
LHOKSEUMAWE,2026-03-06,
BANDA ACEH,2026-03-06,
NAGAN RAYA,2026-03-06,
ACEH TAMIANG,2026-03-06,0.5570506534084431
BENER MERIAH,2026-03-06,
ACEH JAYA,2026-03-06,
ACEH UTARA,2026-03-06,
BIREUEN,2026-03-06,
GAYO LUES,2026-03-06,
ACEH BARAT DAYA,2026-03-06,
ACEH BESAR,2026-03-06,
ACEH BARAT,2026-03-06,
PIDIE,2026-03-06,
ACEH TENGGARA,2026-03-06,
ACEH SELATAN,2026-03-06,
ACEH TENGAH,2026-03-06,
ACEH TIMUR,2026-03-06,
ACEH SINGKIL,2026-03-06,
SIMEULUE,2026-03-06,
PIDIE JAYA,2026-03-07,
LANGSA,2026-03-07,
SABANG,2026-03-07,
SUBULUSSALAM,2026-03-07,
LHOKSEUMAWE,2026-03-07,
BANDA ACEH,2026-03-07,
NAGAN RAYA,2026-03-07,
ACEH TAMIANG,2026-03-07,
BENER MERIAH,2026-03-07,
ACEH JAYA,2026-03-07,0.0
ACEH UTARA,2026-03-07,
BIREUEN,2026-03-07,
GAYO LUES,2026-03-07,
ACEH BARAT DAYA,2026-03-07,
ACEH BESAR,2026-03-07,0.9527189124350257
ACEH BARAT,2026-03-07,
PIDIE,2026-03-07,
ACEH TENGGARA,2026-03-07,
ACEH SELATAN,2026-03-07,
ACEH TENGAH,2026-03-07,
ACEH TIMUR,2026-03-07,
ACEH SINGKIL,2026-03-07,
SIMEULUE,2026-03-07,
PIDIE JAYA,2026-03-07,
LANGSA,2026-03-07,
SABANG,2026-03-07,0.8532219570405727
SUBULUSSALAM,2026-03-07,
LHOKSEUMAWE,2026-03-07,
BANDA ACEH,2026-03-07,0.8633033813287142
NAGAN RAYA,2026-03-07,
ACEH TAMIANG,2026-03-07,
BENER MERIAH,2026-03-07,
ACEH JAYA,2026-03-07,
ACEH UTARA,2026-03-07,
BIREUEN,2026-03-07,
GAYO LUES,2026-03-07,
ACEH BARAT DAYA,2026-03-07,
ACEH BESAR,2026-03-07,0.8635926397120427
ACEH BARAT,2026-03-07,
PIDIE,2026-03-07,
ACEH TENGGARA,2026-03-07,
ACEH SELATAN,2026-03-07,
ACEH TENGAH,2026-03-07,
ACEH TIMUR,2026-03-07,
ACEH SINGKIL,2026-03-07,
SIMEULUE,2026-03-07,
PIDIE JAYA,2026-03-09,
LANGSA,2026-03-09,
SABANG,2026-03-09,
SUBULUSSALAM,2026-03-09,
LHOKSEUMAWE,2026-03-09,
BANDA ACEH,2026-03-09,
NAGAN RAYA,2026-03-09,
ACEH TAMIANG,2026-03-09,
BENER MERIAH,2026-03-09,
ACEH JAYA,2026-03-09,
ACEH UTARA,2026-03-09,
BIREUEN,2026-03-09,
GAYO LUES,2026-03-09,
ACEH BARAT DAYA,2026-03-09,
ACEH BESAR,2026-03-09,
ACEH BARAT,2026-03-09,
PIDIE,2026-03-09,
ACEH TENGGARA,2026-03-09,
ACEH SELATAN,2026-03-09,
ACEH TENGAH,2026-03-09,
ACEH TIMUR,2026-03-09,
ACEH SINGKIL,2026-03-09,
SIMEULUE,2026-03-09,
PIDIE JAYA,2026-03-09,
LANGSA,2026-03-09,
SABANG,2026-03-09,
SUBULUSSALAM,2026-03-09,
LHOKSEUMAWE,2026-03-09,
BANDA ACEH,2026-03-09,
NAGAN RAYA,2026-03-09,
ACEH TAMIANG,2026-03-09,
BENER MERIAH,2026-03-09,
ACEH JAYA,2026-03-09,0.625
ACEH UTARA,2026-03-09,
BIREUEN,2026-03-09,
GAYO LUES,2026-03-09,
ACEH BARAT DAYA,2026-03-09,
ACEH BESAR,2026-03-09,0.6083999522729985
ACEH BARAT,2026-03-09,
PIDIE,2026-03-09,
ACEH TENGGARA,2026-03-09,
ACEH SELATAN,2026-03-09,
ACEH TENGAH,2026-03-09,
ACEH TIMUR,2026-03-09,
ACEH SINGKIL,2026-03-09,
SIMEULUE,2026-03-09,
PIDIE JAYA,2026-03-09,
LANGSA,2026-03-09,
SABANG,2026-03-09,
SUBULUSSALAM,2026-03-09,
LHOKSEUMAWE,2026-03-09,
BANDA ACEH,2026-03-09,
NAGAN RAYA,2026-03-09,0.5233644859813084
ACEH TAMIANG,2026-03-09,
BENER MERIAH,2026-03-09,
ACEH JAYA,2026-03-09,
ACEH UTARA,2026-03-09,
BIREUEN,2026-03-09,
GAYO LUES,2026-03-09,
ACEH BARAT DAYA,2026-03-09,
ACEH BESAR,2026-03-09,
ACEH BARAT,2026-03-09,0.6669521676110161
PIDIE,2026-03-09,
ACEH TENGGARA,2026-03-09,
ACEH SELATAN,2026-03-09,
ACEH TENGAH,2026-03-09,
ACEH TIMUR,2026-03-09,
ACEH SINGKIL,2026-03-09,
SIMEULUE,2026-03-09,
PIDIE JAYA,2026-03-09,0.760098782854119
LANGSA,2026-03-09,
SABANG,2026-03-09,
SUBULUSSALAM,2026-03-09,
LHOKSEUMAWE,2026-03-09,
BANDA ACEH,2026-03-09,
NAGAN RAYA,2026-03-09,
ACEH TAMIANG,2026-03-09,
BENER MERIAH,2026-03-09,
ACEH JAYA,2026-03-09,
ACEH UTARA,2026-03-09,
BIREUEN,2026-03-09,0.565692705227589
GAYO LUES,2026-03-09,
ACEH BARAT DAYA,2026-03-09,
ACEH BESAR,2026-03-09,
ACEH BARAT,2026-03-09,
PIDIE,2026-03-09,0.5267314277727304
ACEH TENGGARA,2026-03-09,
ACEH SELATAN,2026-03-09,
ACEH TENGAH,2026-03-09,
ACEH TIMUR,2026-03-09,
ACEH SINGKIL,2026-03-09,
SIMEULUE,2026-03-09,
PIDIE JAYA,2026-03-09,
LANGSA,2026-03-09,
SABANG,2026-03-09,
SUBULUSSALAM,2026-03-09,
LHOKSEUMAWE,2026-03-09,
BANDA ACEH,2026-03-09,
NAGAN RAYA,2026-03-09,0.33939662821650396
ACEH TAMIANG,2026-03-09,
BENER MERIAH,2026-03-09,
ACEH JAYA,2026-03-09,
ACEH UTARA,2026-03-09,
BIREUEN,2026-03-09,
GAYO LUES,2026-03-09,
ACEH BARAT DAYA,2026-03-09,0.9161322150962012
ACEH BESAR,2026-03-09,
ACEH BARAT,2026-03-09,
PIDIE,2026-03-09,
ACEH TENGGARA,2026-03-09,
ACEH SELATAN,2026-03-09,
ACEH TENGAH,2026-03-09,
ACEH TIMUR,2026-03-09,
ACEH SINGKIL,2026-03-09,
SIMEULUE,2026-03-09,
PIDIE JAYA,2026-03-09,
LANGSA,2026-03-09,
SABANG,2026-03-09,
SUBULUSSALAM,2026-03-09,
LHOKSEUMAWE,2026-03-09,
BANDA ACEH,2026-03-09,
NAGAN RAYA,2026-03-09,
ACEH TAMIANG,2026-03-09,
BENER MERIAH,2026-03-09,
ACEH JAYA,2026-03-09,
ACEH UTARA,2026-03-09,
BIREUEN,2026-03-09,
GAYO LUES,2026-03-09,
ACEH BARAT DAYA,2026-03-09,
ACEH BESAR,2026-03-09,
ACEH BARAT,2026-03-09,
PIDIE,2026-03-09,
ACEH TENGGARA,2026-03-09,
ACEH SELATAN,2026-03-09,
ACEH TENGAH,2026-03-09,
ACEH TIMUR,2026-03-09,
ACEH SINGKIL,2026-03-09,
SIMEULUE,2026-03-09,
PIDIE JAYA,2026-03-12,
LANGSA,2026-03-12,
SABANG,2026-03-12,
SUBULUSSALAM,2026-03-12,
LHOKSEUMAWE,2026-03-12,
BANDA ACEH,2026-03-12,
NAGAN RAYA,2026-03-12,
ACEH TAMIANG,2026-03-12,
BENER MERIAH,2026-03-12,
ACEH JAYA,2026-03-12,1.0
ACEH UTARA,2026-03-12,
BIREUEN,2026-03-12,
GAYO LUES,2026-03-12,
ACEH BARAT DAYA,2026-03-12,
ACEH BESAR,2026-03-12,0.8866317898486197
ACEH BARAT,2026-03-12,
PIDIE,2026-03-12,
ACEH TENGGARA,2026-03-12,
ACEH SELATAN,2026-03-12,
ACEH TENGAH,2026-03-12,
ACEH TIMUR,2026-03-12,
ACEH SINGKIL,2026-03-12,
SIMEULUE,2026-03-12,
PIDIE JAYA,2026-03-12,
LANGSA,2026-03-12,
SABANG,2026-03-12,0.7854791868344627
SUBULUSSALAM,2026-03-12,
LHOKSEUMAWE,2026-03-12,
BANDA ACEH,2026-03-12,
NAGAN RAYA,2026-03-12,
ACEH TAMIANG,2026-03-12,
BENER MERIAH,2026-03-12,
ACEH JAYA,2026-03-12,
ACEH UTARA,2026-03-12,
BIREUEN,2026-03-12,
GAYO LUES,2026-03-12,
ACEH BARAT DAYA,2026-03-12,
ACEH BESAR,2026-03-12,0.8464225487834258
ACEH BARAT,2026-03-12,
PIDIE,2026-03-12,
ACEH TENGGARA,2026-03-12,
ACEH SELATAN,2026-03-12,
ACEH TENGAH,2026-03-12,
ACEH TIMUR,2026-03-12,
ACEH SINGKIL,2026-03-12,
SIMEULUE,2026-03-12,
PIDIE JAYA,2026-03-16,
LANGSA,2026-03-16,
SABANG,2026-03-16,
SUBULUSSALAM,2026-03-16,0.9743924482827877
LHOKSEUMAWE,2026-03-16,
BANDA ACEH,2026-03-16,
NAGAN RAYA,2026-03-16,
ACEH TAMIANG,2026-03-16,
BENER MERIAH,2026-03-16,
ACEH JAYA,2026-03-16,
ACEH UTARA,2026-03-16,
BIREUEN,2026-03-16,
GAYO LUES,2026-03-16,
ACEH BARAT DAYA,2026-03-16,
ACEH BESAR,2026-03-16,
ACEH BARAT,2026-03-16,
PIDIE,2026-03-16,
ACEH TENGGARA,2026-03-16,
ACEH SELATAN,2026-03-16,
ACEH TENGAH,2026-03-16,
ACEH TIMUR,2026-03-16,
ACEH SINGKIL,2026-03-16,0.7848607186112232
SIMEULUE,2026-03-16,
PIDIE JAYA,2026-03-16,
LANGSA,2026-03-16,
SABANG,2026-03-16,
SUBULUSSALAM,2026-03-16,1.0
LHOKSEUMAWE,2026-03-16,
BANDA ACEH,2026-03-16,
NAGAN RAYA,2026-03-16,
ACEH TAMIANG,2026-03-16,
BENER MERIAH,2026-03-16,
ACEH JAYA,2026-03-16,
ACEH UTARA,2026-03-16,
BIREUEN,2026-03-16,
GAYO LUES,2026-03-16,
ACEH BARAT DAYA,2026-03-16,
ACEH BESAR,2026-03-16,
ACEH BARAT,2026-03-16,
PIDIE,2026-03-16,
ACEH TENGGARA,2026-03-16,0.7266225613970743
ACEH SELATAN,2026-03-16,0.7180451127819548
ACEH TENGAH,2026-03-16,
ACEH TIMUR,2026-03-16,
ACEH SINGKIL,2026-03-16,
SIMEULUE,2026-03-16,
PIDIE JAYA,2026-03-16,
LANGSA,2026-03-16,0.5356173677069199
SABANG,2026-03-16,
SUBULUSSALAM,2026-03-16,
LHOKSEUMAWE,2026-03-16,
BANDA ACEH,2026-03-16,
NAGAN RAYA,2026-03-16,
ACEH TAMIANG,2026-03-16,
BENER MERIAH,2026-03-16,
ACEH JAYA,2026-03-16,
ACEH UTARA,2026-03-16,
BIREUEN,2026-03-16,
GAYO LUES,2026-03-16,
ACEH BARAT DAYA,2026-03-16,
ACEH BESAR,2026-03-16,
ACEH BARAT,2026-03-16,
PIDIE,2026-03-16,
ACEH TENGGARA,2026-03-16,
ACEH SELATAN,2026-03-16,
ACEH TENGAH,2026-03-16,
ACEH TIMUR,2026-03-16,0.7836456558773424
ACEH SINGKIL,2026-03-16,
SIMEULUE,2026-03-16,
PIDIE JAYA,2026-03-17,
LANGSA,2026-03-17,
SABANG,2026-03-17,
